1000, 57, 1, 0, 0
2000, 6, 1, 0, 0
3000, 6, 1, 0, 0
4000, 6, 1, 0, 0
5000, 5, 1, 0, 0
6000, 6, 1, 0, 0
7000, 6, 1, 0, 0
8000, 6, 1, 0, 0
9000, 6, 1, 0, 0
10000, 6, 1, 0, 0
11000, 6, 1, 0, 0
12000, 6, 1, 0, 0
13000, 6, 1, 0, 0
14000, 6, 1, 0, 0
15000, 6, 1, 0, 0
16000, 6, 1, 0, 0
17000, 5, 1, 0, 0
18000, 4, 1, 0, 0
19000, 5, 1, 0, 0
20000, 5, 1, 0, 0
21000, 5, 1, 0, 0
22000, 5, 1, 0, 0
23000, 5, 1, 0, 0
24000, 5, 1, 0, 0
25000, 5, 1, 0, 0
26000, 5, 1, 0, 0
27000, 4, 1, 0, 0
28000, 5, 1, 0, 0
29001, 5, 1, 0, 0
30001, 5, 1, 0, 0
31000, 5, 1, 0, 0
32000, 5, 1, 0, 0
33000, 5, 1, 0, 0
34000, 5, 1, 0, 0
35000, 5, 1, 0, 0
36000, 4, 1, 0, 0
37000, 40, 1, 0, 0
38000, 6, 1, 0, 0
39000, 6, 1, 0, 0
40000, 6, 1, 0, 0
41000, 6, 1, 0, 0
42000, 6, 1, 0, 0
43000, 6, 1, 0, 0
44000, 6, 1, 0, 0
45000, 6, 1, 0, 0
46000, 6, 1, 0, 0
47000, 6, 1, 0, 0
48000, 5, 1, 0, 0
49000, 5, 1, 0, 0
50000, 5, 1, 0, 0
51000, 6, 1, 0, 0
52001, 5, 1, 0, 0
53000, 5, 1, 0, 0
54001, 5, 1, 0, 0
55000, 5, 1, 0, 0
56000, 5, 1, 0, 0
57000, 5, 1, 0, 0
58000, 5, 1, 0, 0
59000, 5, 1, 0, 0
60000, 4, 1, 0, 0
61000, 5, 1, 0, 0
62001, 5, 1, 0, 0
63000, 5, 1, 0, 0
64000, 5, 1, 0, 0
65000, 5, 1, 0, 0
66000, 5, 1, 0, 0
67001, 5, 1, 0, 0
68000, 13, 1, 0, 0
69001, 6, 1, 0, 0
70000, 5, 1, 0, 0
71000, 6, 1, 0, 0
72000, 6, 1, 0, 0
73000, 6, 1, 0, 0
74000, 6, 1, 0, 0
75000, 6, 1, 0, 0
76000, 6, 1, 0, 0
77000, 5, 1, 0, 0
78000, 5, 1, 0, 0
79000, 5, 1, 0, 0
80000, 5, 1, 0, 0
81000, 5, 1, 0, 0
82000, 4, 1, 0, 0
83001, 5, 1, 0, 0
