1000, 228, 1, 0, 0
2000, 24, 1, 0, 0
3000, 24, 1, 0, 0
4000, 24, 1, 0, 0
5000, 20, 1, 0, 0
6000, 24, 1, 0, 0
7000, 24, 1, 0, 0
8000, 24, 1, 0, 0
9000, 24, 1, 0, 0
10000, 24, 1, 0, 0
11000, 24, 1, 0, 0
12000, 24, 1, 0, 0
13000, 24, 1, 0, 0
14000, 24, 1, 0, 0
15000, 24, 1, 0, 0
16000, 24, 1, 0, 0
17000, 20, 1, 0, 0
18000, 16, 1, 0, 0
19000, 20, 1, 0, 0
20000, 20, 1, 0, 0
21000, 20, 1, 0, 0
22000, 20, 1, 0, 0
23000, 20, 1, 0, 0
24000, 20, 1, 0, 0
25000, 20, 1, 0, 0
26000, 20, 1, 0, 0
27000, 16, 1, 0, 0
28000, 20, 1, 0, 0
29001, 20, 1, 0, 0
30001, 20, 1, 0, 0
31000, 20, 1, 0, 0
32000, 20, 1, 0, 0
33000, 20, 1, 0, 0
34000, 20, 1, 0, 0
35000, 20, 1, 0, 0
36000, 16, 1, 0, 0
37000, 160, 1, 0, 0
38000, 24, 1, 0, 0
39000, 24, 1, 0, 0
40000, 24, 1, 0, 0
41000, 24, 1, 0, 0
42000, 24, 1, 0, 0
43000, 24, 1, 0, 0
44000, 24, 1, 0, 0
45000, 24, 1, 0, 0
46000, 24, 1, 0, 0
47000, 24, 1, 0, 0
48000, 20, 1, 0, 0
49000, 20, 1, 0, 0
50000, 20, 1, 0, 0
51000, 24, 1, 0, 0
52001, 20, 1, 0, 0
53000, 20, 1, 0, 0
54001, 20, 1, 0, 0
55000, 20, 1, 0, 0
56000, 20, 1, 0, 0
57000, 20, 1, 0, 0
58000, 20, 1, 0, 0
59000, 20, 1, 0, 0
60000, 16, 1, 0, 0
61000, 20, 1, 0, 0
62001, 20, 1, 0, 0
63000, 20, 1, 0, 0
64000, 20, 1, 0, 0
65000, 20, 1, 0, 0
66000, 20, 1, 0, 0
67001, 20, 1, 0, 0
68000, 52, 1, 0, 0
69001, 24, 1, 0, 0
70000, 20, 1, 0, 0
71000, 24, 1, 0, 0
72000, 24, 1, 0, 0
73000, 24, 1, 0, 0
74000, 24, 1, 0, 0
75000, 24, 1, 0, 0
76000, 24, 1, 0, 0
77000, 20, 1, 0, 0
78000, 20, 1, 0, 0
79000, 20, 1, 0, 0
80000, 20, 1, 0, 0
81000, 20, 1, 0, 0
82000, 16, 1, 0, 0
83001, 20, 1, 0, 0
84001, 20, 1, 0, 0
85000, 20, 1, 0, 0
86000, 20, 1, 0, 0
87000, 20, 1, 0, 0
88001, 20, 1, 0, 0
89000, 20, 1, 0, 0
90000, 20, 1, 0, 0
91001, 16, 1, 0, 0
92000, 20, 1, 0, 0
93000, 20, 1, 0, 0
94000, 20, 1, 0, 0
95000, 20, 1, 0, 0
96001, 20, 1, 0, 0
97000, 20, 1, 0, 0
98000, 20, 1, 0, 0
99000, 20, 1, 0, 0
100000, 24, 1, 0, 0
101000, 24, 1, 0, 0
102000, 20, 1, 0, 0
103001, 24, 1, 0, 0
104000, 24, 1, 0, 0
105000, 24, 1, 0, 0
106000, 24, 1, 0, 0
107000, 16, 1, 0, 0
108000, 20, 1, 0, 0
109000, 20, 1, 0, 0
110000, 20, 1, 0, 0
111000, 20, 1, 0, 0
112000, 20, 1, 0, 0
113000, 20, 1, 0, 0
114000, 20, 1, 0, 0
115000, 20, 1, 0, 0
116000, 16, 1, 0, 0
117000, 20, 1, 0, 0
118000, 20, 1, 0, 0
119000, 20, 1, 0, 0
120000, 20, 1, 0, 0
121000, 20, 1, 0, 0
122000, 20, 1, 0, 0
123000, 20, 1, 0, 0
124000, 20, 1, 0, 0
125000, 16, 1, 0, 0
126000, 20, 1, 0, 0
127001, 20, 1, 0, 0
128000, 20, 1, 0, 0
129001, 20, 1, 0, 0
130000, 20, 1, 0, 0
131000, 20, 1, 0, 0
132000, 20, 1, 0, 0
133000, 32, 1, 0, 0
134000, 488, 1, 0, 0
135000, 144, 1, 0, 0
136000, 24, 1, 0, 0
137000, 24, 1, 0, 0
138000, 24, 1, 0, 0
139000, 24, 1, 0, 0
140001, 20, 1, 0, 0
141000, 24, 1, 0, 0
142000, 24, 1, 0, 0
143000, 24, 1, 0, 0
144000, 24, 1, 0, 0
145000, 24, 1, 0, 0
